952	7	11	29	
2695	0	0	0	
2782	0	0	0	
2783	29	0	0	
2784	29	0	0	
2821	0	0	0	
2824	0	0	0	
3085	0	0	0	
3094	0	0	0	
3097	7	29	0	
3098	7	29	0	
3101	7	0	0	
3123	0	0	0	
3130	0	0	0	
3132	0	0	0	
3140	0	0	0	
3142	0	0	0	
3150	0	0	0	
3153	0	0	0	
3169	0	0	0	
3208	0	0	0	
3223	0	0	0	
3248	0	0	0	
3260	0	0	0	
3285	0	0	0	
3293	0	0	0	
3299	0	0	0	
3368	7	29	0	
5388	0	0	0	
5404	0	0	0	
5405	0	0	0	
5409	7	29	0	
5410	7	29	0	
5411	7	29	0	
5586	7	0	0	
5592	0	0	0	
5594	0	0	0	
5606	0	0	0	
5607	7	29	0	
5612	0	0	0	
5613	0	0	0	
5615	0	0	0	
5616	0	0	0	
5620	0	0	0	
5622	0	0	0	
5624	0	0	0	
5625	0	0	0	
5630	0	0	0	
5631	0	0	0	
5634	0	0	0	
5636	0	0	0	
5637	0	0	0	
5638	0	0	0	
5639	0	0	0	
5640	0	0	0	
5641	0	0	0	
5642	0	0	0	
5644	0	0	0	
5645	0	0	0	
5647	0	0	0	
5649	0	0	0	
5652	0	0	0	
5668	29	0	0	
5730	0	0	0	
5746	0	0	0	
5764	0	0	0	
5854	0	0	0	
5869	0	0	0	
5886	0	0	0	
5897	0	0	0	
5913	0	0	0	
5918	0	0	0	
5927	0	0	0	
5965	0	0	0	
5968	0	0	0	
5979	0	0	0	
5999	0	0	0	
6014	0	0	0	
6026	0	0	0	
6042	0	0	0	
6049	0	0	0	
6058	0	0	0	
6171	0	0	0	
6175	0	0	0	
6219	0	0	0	
6236	0	0	0	
6238	0	0	0	
6244	0	0	0	
11200	29	0	0	
11208	0	0	0	
11235	29	0	0	
11236	29	0	0	
11237	29	0	0	
11246	0	0	0	
11264	0	0	0	
11273	0	0	0	
11280	0	0	0	
11292	0	0	0	
11303	3	7	0	
11305	0	0	0	
11310	0	0	0	
11314	0	0	0	
11316	0	0	0	
11319	0	0	0	
11322	0	0	0	
11323	0	0	0	
11328	0	0	0	
11329	0	0	0	
11330	0	0	0	
11341	0	0	0	
11354	0	0	0	
11364	0	0	0	
11365	0	0	0	
11372	0	0	0	
11373	0	0	0	
11380	7	29	0	
11542	0	0	0	
12540	29	0	0	
12541	29	0	0	
12563	0	0	0	
12564	0	0	0	
12566	0	0	0	
12570	0	0	0	
12580	0	0	0	
12581	0	0	0	
12582	0	0	0	
12583	0	0	0	
12584	0	0	0	
12589	0	0	0	
12591	0	0	0	
12592	0	0	0	
12595	0	0	0	
12598	7	0	0	
12600	0	0	0	
12609	0	0	0	
12610	0	0	0	
12619	0	0	0	
12621	0	0	0	
12622	0	0	0	
12623	0	0	0	
12624	0	0	0	
12625	0	0	0	
12628	0	0	0	
12635	0	0	0	
12638	0	0	0	
12639	0	0	0	
12640	0	0	0	
12644	0	0	0	
12645	0	0	0	
12651	0	0	0	
12652	0	0	0	
12653	0	0	0	
12655	0	0	0	
12658	0	0	0	
12659	0	0	0	
12661	0	0	0	
12662	0	0	0	
12666	0	0	0	
12669	0	0	0	
12671	0	0	0	
12673	0	0	0	
12678	0	0	0	
12679	0	0	0	
12682	7	29	0	
12683	29	0	0	
12684	29	0	0	
12685	29	0	0	
12686	7	29	0	
12687	7	29	0	
12688	29	0	0	
12689	29	0	0	
12690	7	29	0	
12691	29	0	0	
12693	29	0	0	
12694	7	29	0	
12695	7	29	0	
12696	7	29	0	
12697	7	29	0	
12698	29	0	0	
12699	7	29	0	
12700	7	29	0	
12701	7	29	0	
12702	7	29	0	
12703	29	0	0	
12704	7	29	0	
12705	7	29	0	
12706	29	0	0	
12707	29	0	0	
12708	7	29	0	
12709	29	0	0	
12710	29	0	0	
12711	29	0	0	
12712	7	29	0	
12713	29	0	0	
12717	0	0	0	
12776	0	0	0	
12945	0	0	0	
12949	0	0	0	
12953	0	0	0	
12955	0	0	0	
12957	0	0	0	
12961	0	0	0	
12964	0	0	0	
12971	0	0	0	
13138	0	0	0	
13153	0	0	0	
13186	29	0	0	
13198	0	0	0	
13201	0	0	0	
13207	0	0	0	
13220	0	0	0	
13228	0	0	0	
13229	0	0	0	
13245	0	0	0	
13258	0	0	0	
13278	0	0	0	
13299	0	0	0	
13339	0	0	0	
13362	29	0	0	
13429	29	0	0	
13430	29	0	0	
13432	0	0	0	
13433	0	0	0	
13437	0	0	0	
13439	7	29	0	
13440	7	29	0	
13441	7	29	0	
13442	7	29	0	
13443	7	29	0	
13444	7	29	0	
13445	7	29	0	
13475	0	0	0	
13483	0	0	0	
13506	0	0	0	
14017	0	0	0	
14022	0	0	0	
14029	0	0	0	
14030	0	0	0	
14032	0	0	0	
14038	0	0	0	
14039	29	0	0	
14066	0	0	0	
14069	0	0	0	
14633	0	0	0	
14653	0	0	0	
14654	0	0	0	
14655	0	0	0	
14657	29	0	0	
14858	0	0	0	
14860	0	0	0	
14862	0	0	0	
14863	0	0	0	
14895	0	0	0	
14898	0	0	0	
14931	0	0	0	
14945	0	0	0	
14952	0	0	0	
14954	0	0	0	
15108	0	0	0	
15109	0	0	0	
15126	0	0	0	
15144	0	0	0	
15146	0	0	0	
15153	0	0	0	
15155	0	0	0	
15182	0	0	0	
15186	0	0	0	
15194	0	0	0	
15205	0	0	0	
15212	0	0	0	
15234	0	0	0	
15243	0	0	0	
15261	0	0	0	
15268	0	0	0	
15290	0	0	0	
15320	0	0	0	
15326	0	0	0	
15346	0	0	0	
15359	0	0	0	
15373	0	0	0	
15381	0	0	0	
15382	0	0	0	
15383	0	0	0	
15389	0	0	0	
15412	0	0	0	
15423	0	0	0	
15443	0	0	0	
15511	0	0	0	
15553	0	0	0	
15577	29	0	0	
15602	29	0	0	
15605	29	0	0	
15616	29	0	0	
15672	0	0	0	
15730	0	0	0	
15782	29	0	0	
15783	29	0	0	
15822	0	0	0	
15912	0	0	0	
15915	0	0	0	
15916	0	0	0	
15932	0	0	0	
15937	29	0	0	
16221	0	0	0	
16222	0	0	0	
16224	0	0	0	
16227	29	0	0	
16228	7	29	0	
16229	7	29	0	
16230	7	29	0	
16231	7	29	0	
16232	7	29	0	
16233	7	29	0	
16266	0	0	0	
16856	0	0	0	
16895	0	0	0	
17086	0	0	0	
17243	0	0	0	
17253	0	0	0	
17264	0	0	0	
17276	0	0	0	
17280	0	0	0	
17332	0	0	0	
17333	0	0	0	
17336	0	0	0	
17340	0	0	0	
17343	0	0	0	
17345	0	0	0	
17347	0	0	0	
17348	0	0	0	
17349	0	0	0	
17350	0	0	0	
17351	0	0	0	
17353	0	0	0	
17361	29	0	0	
17390	0	0	0	
17464	0	0	0	
17465	0	0	0	
17468	0	0	0	
17471	0	0	0	
17488	0	0	0	
17489	0	0	0	
17538	0	0	0	
17539	0	0	0	
17545	0	0	0	
17546	0	0	0	
17548	0	0	0	
17550	0	0	0	
17551	0	0	0	
17553	0	0	0	
17560	0	0	0	
17564	0	0	0	
17565	0	0	0	
17568	0	0	0	
17577	29	0	0	
17578	29	0	0	
17579	29	0	0	
17580	29	0	0	
17581	29	0	0	
17582	29	0	0	
17583	29	0	0	
17584	29	0	0	
17585	29	0	0	
17626	0	0	0	
17627	0	0	0	
17628	0	0	0	
17630	0	0	0	
17633	29	0	0	
17637	0	0	0	
17665	0	0	0	
17669	7	29	0	
17699	29	0	0	
17700	29	0	0	
18293	0	0	0	
18317	0	0	0	
18324	0	0	0	
18325	0	0	0	
18332	0	0	0	
18335	0	0	0	
18352	0	0	0	
18371	0	0	0	
18373	0	0	0	
18377	0	0	0	
18414	0	0	0	
18449	29	0	0	
18700	0	0	0	
18763	0	0	0	
