% File Generated: 02-Feb-2012 01:27:30
% Dataset Collection: Colonial Era Weather Archive
% Type: TMAX - Monthly
% Version: LATEST
% Dataset Hash: d4007075d4018cc53e3edc08ca9a3e6a
% 
% ------------------------------------
% 
% This file is a plain text export of a portion of the temperature data contained 
% in Berkeley Earth Surface Temperature Analysis.
% 
% The associated dataset name is shown above, while this file should have the 
% name
% 
% 	data_characterization.txt
% 
% For general information about this data product, please refer to the data set 
% readme file: README.txt
% 
% The current file contains summary data about the information available in each 
% station's temperature time series.  The main temperature data, other secondary 
% data, and station metadata can be found in other files in the same directory 
% and should be distributed together.
% 
% The columns contained in this file are as follows:
% 
% {'Station ID', 'Series Number', 'Number of Data Points', ...
%     'Earliest Date', 'Most Recent Date', 'Unique Times', 'Missing Values', ...
%     'TOB Values', 'Contrib Values', 'Max Value', 'Min Value', 'Mean', 'Median', 
% ...
%     'First Quartile', 'Last Quartile', 'Standard Deviation', 'Bad Flags'
% 
% 	Station ID: A unique integer identifying each station.  Metadata for the site 
% is contained in the associated files labeled "site_summary" or "site_detail".
% 
% 	Series Number: An integer identifying each time series at the specified site.  
% In many cases there is only one time series for each site, and it is labeled 
% "1".  However, sometimes there are multiple instruments or multiple techniques 
% used to report temperature at a given location.  
% 
% 	Number of Data Points: The number of data points reported.  Note that some 
% data products allow for the possibility that multiple values (e.g. an original 
% value and a corrected one) were reported for the same day so the number of data 
% points may be greater than the number of unique time points.  See "data.txt" 
% for additional information on multiply-valued series, if relevant.
% 
% 	Earliest Date: The earliest date for which data is reported.
% 
% 	Most Recent Date: The most recent date for which data is reported.
% 
% 	Unique Times: The number of unique dates reporting data.
% 
% 	Missing Values: The number of reporting oportunities between the earliest and 
% most recent date for which there is no data reported.
% 
% 	TOB Values Known: The number of data values where a time of observation is 
% also reported.  Time of observation defines the local climatological day.  
% Rather than reporting midnight-to-midnight values, it is not uncommon for low 
% tech stations to be recorded every morning.  In which case the local 
% climatological day may run from 6AM-to-6AM.  Local time of observation may 
% change a number of times during the history of a station.  TOB values are most 
% often reported for US stations and are only rarely available in other parts of 
% the world.
% 
% 	Underlying Values Known: The number of data values for which the underlying 
% number of observations that contributed to the current value were reported.  
% Monthly or daily averages often derive from underyling data recorded daily, 
% hourly, or at some other frequency.  When possible, we report the number of 
% underlying values that were combined into the current data point.
% 
% 	Max Value: The highest temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	Min Value: The lowest temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	Mean: The mean temperature reported in this record.  Temperature in Celsius. 
% 
% 	Median: The median temperature reported in this record.  Temperature in 
% Celsius. 
% 
% 	First Quartile: The temperature at which 1/4 of the reported data is below 
% this value.  Temperature in Celsius. 
% 
% 	Last Quartile: The temperature at which 1/4 of the reported data is above this 
% value.  Temperature in Celsius. 
% 
% 	Standard Deviation: The standard deviation of the temperature data in degrees 
% Celsius.
% 
% 	Bad Flags: The number of data values in the current data set that quality 
% control processes suggested are bad.
% 
% 
% ------------------------------------
% Station ID, Series Number, Number of Data Points, Earliest Date, Most Recent Date, Unique Times, Missing Values, TOB Values Known, Underyling Values Known, Max Value, Min Value, Mean, Median, First Quartile, Last Quartile, Standard Deviation, Bad Flags
% 
952	1	12	1971.042	1971.958	12	0	0	0	 31.800	 29.000	 30.850	 31.100	 29.800	 31.600	  0.938	0	
2695	1	538	1908.042	1961.958	538	110	0	0	 46.700	 14.000	 29.022	 28.500	 20.800	 37.300	  8.833	0	
2782	1	950	1878.042	1961.958	950	58	0	0	 32.700	 10.700	 22.203	 21.800	 17.800	 27.100	  5.260	0	
2783	1	436	1878.042	1961.958	436	572	0	0	 36.400	  3.900	 20.038	 19.150	 12.500	 27.600	  8.480	0	
2784	1	415	1921.042	1961.958	415	77	0	0	 36.700	  8.900	 22.878	 22.300	 16.100	 29.400	  7.332	0	
2821	1	120	1917.042	1949.958	120	276	0	0	 30.900	 22.300	 27.361	 27.700	 26.600	 28.500	  1.624	0	
2824	1	1080	1879.042	1973.958	1080	60	0	0	 55.100	 20.800	 27.758	 27.700	 25.200	 29.600	  3.867	0	
3085	1	262	1917.042	1941.958	262	38	0	0	 32.100	 26.700	 29.543	 29.800	 28.300	 30.600	  1.285	0	
3094	1	455	1917.042	1962.708	455	94	0	0	 31.100	 20.000	 28.602	 28.900	 27.800	 29.700	  1.614	0	
3097	1	332	1890.292	1917.958	332	1	0	0	 32.300	 26.400	 29.524	 29.700	 28.600	 30.600	  1.306	0	
3098	1	173	1946.875	1962.875	173	20	0	0	 31.700	 26.100	 28.964	 28.900	 27.800	 30.000	  1.247	0	
3101	1	572	1903.292	1950.958	572	1	0	0	  9.100	-16.900	 -1.719	 -0.800	 -4.000	  1.100	  3.746	0	
3123	1	120	1928.042	1937.958	120	0	0	0	 27.200	  3.900	 16.618	 17.650	 11.500	 21.300	  5.990	0	
3130	1	143	1928.458	1944.958	143	56	0	0	 26.100	  5.700	 15.497	 16.300	 10.300	 20.000	  5.720	0	
3132	1	86	1928.042	1935.125	86	0	0	0	 29.800	 11.200	 20.231	 20.250	 15.400	 25.100	  5.421	0	
3140	1	156	1928.042	1944.958	156	48	0	0	 24.100	  3.700	 13.508	 13.800	  8.900	 18.200	  5.261	0	
3142	1	122	1930.625	1944.958	122	51	0	0	 31.700	 11.900	 22.250	 22.200	 15.900	 28.500	  6.413	0	
3150	1	156	1928.042	1944.958	156	48	0	0	 32.400	  8.900	 20.516	 20.850	 14.200	 26.400	  6.581	0	
3153	1	154	1928.042	1944.958	154	50	0	0	 34.100	 10.600	 21.657	 21.650	 15.500	 27.700	  6.636	0	
3169	1	147	1928.042	1944.958	147	57	0	0	 33.400	 11.000	 20.805	 20.300	 15.100	 26.000	  6.161	0	
3208	1	117	1928.042	1937.958	117	3	0	0	 37.800	  9.900	 25.296	 25.400	 20.000	 30.900	  6.094	0	
3223	1	155	1928.042	1944.958	155	49	0	0	 33.900	 12.000	 23.254	 23.100	 17.100	 29.300	  6.324	0	
3248	1	124	1930.458	1944.958	124	51	0	0	 36.800	 15.300	 25.946	 25.400	 21.500	 30.300	  5.262	0	
3260	1	147	1928.042	1944.958	147	57	0	0	 39.300	 15.500	 28.079	 28.600	 21.900	 33.400	  6.462	0	
3285	1	146	1928.625	1944.958	146	51	0	0	 38.400	 17.400	 29.838	 30.250	 25.700	 34.400	  5.009	0	
